---
title: Japanese Geiger Counter Readings During the Fukushima Nuclear Disaster
revision: 2015-06-10
author: Jonas Schöley <jonas.schoeley@kolabnow.com>
license: cc-by
description: During the disaster private individuals streamed their Geiger counter readings via webcam to the internet. This dataset contains readings from some of these web-streams over time. Note that these are not official readings but readings provided by private individuals.
---

Source,Time,Value,Unit
sakura1,2011-03-23 21:48 CET,0.14,msvh
sakura1,2011-03-23 22:48 CET,0.13,msvh
sakura1,2011-03-24 02:48 CET,0.14,msvh
sakura1,2011-03-24 03:49 CET,0.14,msvh
sakura1,2011-03-24 04:49 CET,0.13,msvh
sakura1,2011-03-24 05:49 CET,0.12,msvh
sakura1,2011-03-25 01:49 CET,0.13,msvh
sakura1,2011-03-25 02:49 CET,0.16,msvh
sakura1,2011-03-25 03:49 CET,0.13,msvh
sakura1,2011-03-25 04:49 CET,0.14,msvh
sakura1,2011-03-25 05:49 CET,0.11,msvh
sakura1,2011-03-25 06:49 CET,0.16,msvh
sakura1,2011-03-25 07:48 CET,0.3,msvh
sakura1,2011-03-25 08:48 CET,0.31,msvh
sakura1,2011-03-26 13:09 CET,0.13,msvh
sakura1,2011-03-26 14:10 CET,0.13,msvh
sakura1,2011-03-26 15:09 CET,0.12,msvh
sakura1,2011-03-26 16:10 CET,0.11,msvh
sakura1,2011-03-26 17:10 CET,0.11,msvh
sakura1,2011-03-26 19:10 CET,0.1,msvh
sakura1,2011-03-26 20:10 CET,0.11,msvh
sakura1,2011-03-26 21:10 CET,0.17,msvh
sakura1,2011-03-27 17:38 CEST,0.1,msvh
sakura1,2011-03-27 18:38 CEST,0.13,msvh
sakura1,2011-03-27 19:38 CEST,0.1,msvh
sakura1,2011-03-28 14:24 CEST,0.1,msvh
sakura1,2011-03-28 23:34 CEST,0.11,msvh
sakura1,2011-03-29 01:35 CEST,0.1,msvh
sakura1,2011-03-29 02:35 CEST,0.1,msvh
sakura1,2011-03-29 03:35 CEST,0.12,msvh
sakura1,2011-03-29 04:36 CEST,0.1,msvh
sakura1,2011-03-29 05:36 CEST,0.11,msvh
sakura1,2011-03-29 06:36 CEST,0.11,msvh
sakura1,2011-03-29 07:36 CEST,0.13,msvh
sakura1,2011-03-29 08:36 CEST,0.08,msvh
sakura1,2011-03-29 09:36 CEST,0.14,msvh
sakura1,2011-03-29 10:36 CEST,0.11,msvh
sakura1,2011-03-30 00:07 CEST,0.11,msvh
sakura1,2011-03-30 01:07 CEST,0.09,msvh
sakura1,2011-03-30 02:07 CEST,0.1,msvh
sakura1,2011-03-30 03:07 CEST,0.09,msvh
sakura1,2011-03-30 04:07 CEST,0.11,msvh
sakura1,2011-03-30 05:07 CEST,0.1,msvh
sakura1,2011-03-30 06:07 CEST,0.11,msvh
sakura1,2011-03-30 07:07 CEST,0.09,msvh
sakura1,2011-03-31 15:46 CEST,0.13,msvh
sakura1,2011-04-02 22:36 CEST,0.12,msvh
ueda1,2011-03-20 18:18 CET,40,cpm
ueda1,2011-03-20 18:49 CET,52,cpm
ueda1,2011-03-20 19:19 CET,38,cpm
ueda1,2011-03-20 19:48 CET,40,cpm
ueda1,2011-03-20 20:19 CET,32,cpm
ueda1,2011-03-20 20:49 CET,34,cpm
ueda1,2011-03-20 21:19 CET,62,cpm
ueda1,2011-03-20 21:48 CET,42,cpm
ueda1,2011-03-21 00:56 CET,52,cpm
ueda1,2011-03-21 01:26 CET,35,cpm
ueda1,2011-03-21 01:56 CET,60,cpm
ueda1,2011-03-21 02:26 CET,35,cpm
ueda1,2011-03-21 02:56 CET,42,cpm
ueda1,2011-03-21 03:26 CET,44,cpm
ueda1,2011-03-21 03:56 CET,50,cpm
ueda1,2011-03-21 04:26 CET,45,cpm
ueda1,2011-03-21 04:56 CET,66,cpm
ueda1,2011-03-21 05:26 CET,48,cpm
ueda1,2011-03-21 05:56 CET,60,cpm
ueda1,2011-03-21 06:26 CET,50,cpm
ueda1,2011-03-21 06:56 CET,26,cpm
ueda1,2011-03-21 07:26 CET,52,cpm
ueda1,2011-03-21 07:56 CET,30,cpm
ueda1,2011-03-21 08:26 CET,42,cpm
ueda1,2011-03-21 08:56 CET,40,cpm
ueda1,2011-03-21 09:26 CET,32,cpm
ueda1,2011-03-21 09:56 CET,42,cpm
ueda1,2011-03-21 10:26 CET,34,cpm
ueda1,2011-03-21 10:56 CET,46,cpm
ueda1,2011-03-21 11:26 CET,44,cpm
ueda1,2011-03-21 11:56 CET,46,cpm
ueda1,2011-03-21 12:26 CET,44,cpm
ueda1,2011-03-21 12:56 CET,32,cpm
ueda1,2011-03-21 13:26 CET,34,cpm
ueda1,2011-03-21 13:56 CET,54,cpm
ueda1,2011-03-21 14:26 CET,66,cpm
ueda1,2011-03-21 14:56 CET,36,cpm
ueda1,2011-03-21 15:26 CET,38,cpm
ueda1,2011-03-21 15:56 CET,32,cpm
ueda1,2011-03-21 16:26 CET,36,cpm
ueda1,2011-03-21 16:56 CET,52,cpm
ueda1,2011-03-21 17:26 CET,50,cpm
ueda1,2011-03-21 17:56 CET,38,cpm
ueda1,2011-03-21 18:26 CET,32,cpm
ueda1,2011-03-21 18:56 CET,40,cpm
ueda1,2011-03-21 19:26 CET,54,cpm
ueda1,2011-03-21 19:56 CET,32,cpm
ueda1,2011-03-21 20:26 CET,54,cpm
ueda1,2011-03-21 22:18 CET,32,cpm
ueda1,2011-03-21 23:19 CET,50,cpm
ueda1,2011-03-22 00:19 CET,50,cpm
ueda1,2011-03-22 01:26 CET,45,cpm
ueda1,2011-03-22 02:27 CET,52,cpm
ueda1,2011-03-22 03:27 CET,35,cpm
ueda1,2011-03-22 04:27 CET,35,cpm
ueda1,2011-03-22 05:27 CET,35,cpm
ueda1,2011-03-22 06:27 CET,55,cpm
ueda1,2011-03-22 07:27 CET,44,cpm
ueda1,2011-03-22 08:27 CET,34,cpm
ueda1,2011-03-22 09:27 CET,34,cpm
ueda1,2011-03-22 10:27 CET,44,cpm
ueda1,2011-03-22 11:27 CET,40,cpm
ueda1,2011-03-22 12:26 CET,34,cpm
ueda1,2011-03-22 13:27 CET,38,cpm
ueda1,2011-03-22 14:27 CET,56,cpm
ueda1,2011-03-22 15:27 CET,54,cpm
ueda1,2011-03-22 16:28 CET,34,cpm
ueda1,2011-03-22 17:27 CET,35,cpm
ueda1,2011-03-22 19:54 CET,36,cpm
ueda1,2011-03-22 20:53 CET,52,cpm
ueda1,2011-03-22 21:53 CET,47,cpm
ueda1,2011-03-22 22:54 CET,50,cpm
ueda1,2011-03-22 23:54 CET,32,cpm
ueda1,2011-03-23 00:54 CET,32,cpm
ueda1,2011-03-23 01:54 CET,32,cpm
ueda1,2011-03-23 02:54 CET,45,cpm
ueda1,2011-03-23 03:54 CET,26,cpm
ueda1,2011-03-23 04:54 CET,36,cpm
ueda1,2011-03-23 05:54 CET,46,cpm
ueda1,2011-03-23 14:48 CET,50,cpm
ueda1,2011-03-23 15:48 CET,48,cpm
ueda1,2011-03-23 16:48 CET,40,cpm
ueda1,2011-03-24 00:48 CET,35,cpm
ueda1,2011-03-24 01:48 CET,45,cpm
ueda1,2011-03-24 02:48 CET,25,cpm
ueda1,2011-03-24 03:49 CET,25,cpm
ueda1,2011-03-25 00:48 CET,42,cpm
ueda1,2011-03-25 01:49 CET,42,cpm
ueda1,2011-03-25 02:49 CET,45,cpm
ueda1,2011-03-25 03:49 CET,34,cpm
ueda1,2011-03-25 04:49 CET,35,cpm
ueda1,2011-03-25 05:49 CET,55,cpm
ueda1,2011-03-25 06:49 CET,44,cpm
ueda1,2011-03-25 07:48 CET,30,cpm
ueda1,2011-03-25 08:48 CET,34,cpm
ueda1,2011-03-26 13:09 CET,42,cpm
ueda1,2011-03-26 14:10 CET,50,cpm
ueda1,2011-03-26 15:09 CET,28,cpm
ueda1,2011-03-26 19:10 CET,35,cpm
ueda1,2011-03-26 20:10 CET,35,cpm
ueda1,2011-03-26 21:10 CET,35,cpm
ueda1,2011-03-27 18:38 CEST,44,cpm
ueda1,2011-03-27 19:38 CEST,45,cpm
ueda1,2011-03-28 14:24 CEST,44,cpm
ueda1,2011-03-28 23:34 CEST,55,cpm
ueda1,2011-03-29 01:35 CEST,44,cpm
ueda1,2011-03-29 02:35 CEST,42,cpm
ueda1,2011-03-29 03:35 CEST,52,cpm
ueda1,2011-03-29 04:36 CEST,45,cpm
ueda1,2011-03-29 05:36 CEST,45,cpm
ueda1,2011-03-29 06:36 CEST,34,cpm
ueda1,2011-03-29 07:36 CEST,44,cpm
ueda1,2011-03-29 08:36 CEST,36,cpm
ueda1,2011-03-29 09:36 CEST,28,cpm
ueda1,2011-03-29 10:36 CEST,62,cpm
ueda1,2011-03-30 00:07 CEST,40,cpm
ueda1,2011-03-30 01:07 CEST,34,cpm
ueda1,2011-03-30 02:07 CEST,36,cpm
ueda1,2011-03-30 03:07 CEST,38,cpm
ueda1,2011-03-30 04:07 CEST,50,cpm
ueda1,2011-03-30 05:07 CEST,46,cpm
ueda1,2011-03-30 06:07 CEST,40,cpm
ueda1,2011-03-30 07:07 CEST,36,cpm
ueda1,2011-03-31 15:46 CEST,30,cpm
ueda1,2011-04-02 22:36 CEST,42,cpm
ueda1,2011-03-20 18:18 CET,0.12,msvh
ueda1,2011-03-20 18:49 CET,0.1,msvh
ueda1,2011-03-20 19:19 CET,0.1,msvh
ueda1,2011-03-20 19:48 CET,0.09,msvh
ueda1,2011-03-20 20:19 CET,0.08,msvh
ueda1,2011-03-20 20:49 CET,0.09,msvh
ueda1,2011-03-20 21:19 CET,0.11,msvh
ueda1,2011-03-20 21:48 CET,0.1,msvh
ueda1,2011-03-21 00:56 CET,0.1,msvh
ueda1,2011-03-21 01:26 CET,0.09,msvh
ueda1,2011-03-21 01:56 CET,0.13,msvh
ueda1,2011-03-21 02:26 CET,0.12,msvh
ueda1,2011-03-21 02:56 CET,0.13,msvh
ueda1,2011-03-21 03:26 CET,0.12,msvh
ueda1,2011-03-21 03:56 CET,0.13,msvh
ueda1,2011-03-21 04:26 CET,0.1,msvh
ueda1,2011-03-21 04:56 CET,0.1,msvh
ueda1,2011-03-21 05:26 CET,0.1,msvh
ueda1,2011-03-21 05:56 CET,0.09,msvh
ueda1,2011-03-21 06:26 CET,0.1,msvh
ueda1,2011-03-21 06:56 CET,0.08,msvh
ueda1,2011-03-21 07:26 CET,0.09,msvh
ueda1,2011-03-21 07:56 CET,0.1,msvh
ueda1,2011-03-21 08:26 CET,0.13,msvh
ueda1,2011-03-21 08:56 CET,0.09,msvh
ueda1,2011-03-21 09:26 CET,0.1,msvh
ueda1,2011-03-21 09:56 CET,0.11,msvh
ueda1,2011-03-21 10:26 CET,0.11,msvh
ueda1,2011-03-21 10:56 CET,0.1,msvh
ueda1,2011-03-21 11:26 CET,0.08,msvh
ueda1,2011-03-21 11:56 CET,0.07,msvh
ueda1,2011-03-21 12:26 CET,0.1,msvh
ueda1,2011-03-21 12:56 CET,0.1,msvh
ueda1,2011-03-21 13:26 CET,0.08,msvh
ueda1,2011-03-21 13:56 CET,0.1,msvh
ueda1,2011-03-21 14:26 CET,0.09,msvh
ueda1,2011-03-21 14:56 CET,0.1,msvh
ueda1,2011-03-21 15:26 CET,0.11,msvh
ueda1,2011-03-21 15:56 CET,0.1,msvh
ueda1,2011-03-21 16:26 CET,0.1,msvh
ueda1,2011-03-21 16:56 CET,0.07,msvh
ueda1,2011-03-21 17:26 CET,0.12,msvh
ueda1,2011-03-21 17:56 CET,0.11,msvh
ueda1,2011-03-21 18:26 CET,0.11,msvh
ueda1,2011-03-21 18:56 CET,0.09,msvh
ueda1,2011-03-21 19:26 CET,0.1,msvh
ueda1,2011-03-21 19:56 CET,0.15,msvh
ueda1,2011-03-21 20:26 CET,0.08,msvh
ueda1,2011-03-21 22:18 CET,0.12,msvh
ueda1,2011-03-21 23:19 CET,0.1,msvh
ueda1,2011-03-22 00:19 CET,0.1,msvh
ueda1,2011-03-22 01:26 CET,0.11,msvh
ueda1,2011-03-22 02:27 CET,0.09,msvh
ueda1,2011-03-22 03:27 CET,0.09,msvh
ueda1,2011-03-22 04:27 CET,0.1,msvh
ueda1,2011-03-22 05:27 CET,0.12,msvh
ueda1,2011-03-22 06:27 CET,0.08,msvh
ueda1,2011-03-22 07:27 CET,0.12,msvh
ueda1,2011-03-22 08:27 CET,0.12,msvh
ueda1,2011-03-22 09:27 CET,0.08,msvh
ueda1,2011-03-22 10:27 CET,0.11,msvh
ueda1,2011-03-22 11:27 CET,0.09,msvh
ueda1,2011-03-22 12:26 CET,0.11,msvh
ueda1,2011-03-22 13:27 CET,0.1,msvh
ueda1,2011-03-22 14:27 CET,0.08,msvh
ueda1,2011-03-22 15:27 CET,0.07,msvh
ueda1,2011-03-22 16:28 CET,0.09,msvh
ueda1,2011-03-22 17:27 CET,0.09,msvh
ueda1,2011-03-22 19:54 CET,0.09,msvh
ueda1,2011-03-22 20:53 CET,0.09,msvh
ueda1,2011-03-22 21:53 CET,0.11,msvh
ueda1,2011-03-22 22:54 CET,0.1,msvh
ueda1,2011-03-22 23:54 CET,0.1,msvh
ueda1,2011-03-23 00:54 CET,0.1,msvh
ueda1,2011-03-23 01:54 CET,0.11,msvh
ueda1,2011-03-23 02:54 CET,0.08,msvh
ueda1,2011-03-23 03:54 CET,0.1,msvh
ueda1,2011-03-23 04:54 CET,0.09,msvh
ueda1,2011-03-23 05:54 CET,0.09,msvh
ueda1,2011-03-23 14:48 CET,0.07,msvh
ueda1,2011-03-23 15:48 CET,0.1,msvh
ueda1,2011-03-23 16:48 CET,0.1,msvh
ueda1,2011-03-24 00:48 CET,0.12,msvh
ueda1,2011-03-24 01:48 CET,0.1,msvh
ueda1,2011-03-24 02:48 CET,0.1,msvh
ueda1,2011-03-24 03:49 CET,0.09,msvh
ueda1,2011-03-25 00:48 CET,0.1,msvh
ueda1,2011-03-25 01:49 CET,0.09,msvh
ueda1,2011-03-25 02:49 CET,0.09,msvh
ueda1,2011-03-25 03:49 CET,0.14,msvh
ueda1,2011-03-25 04:49 CET,0.13,msvh
ueda1,2011-03-25 05:49 CET,0.09,msvh
ueda1,2011-03-25 06:49 CET,0.11,msvh
ueda1,2011-03-25 07:48 CET,0.08,msvh
ueda1,2011-03-25 08:48 CET,0.1,msvh
ueda1,2011-03-26 13:09 CET,0.1,msvh
ueda1,2011-03-26 14:10 CET,0.14,msvh
ueda1,2011-03-26 15:09 CET,0.1,msvh
ueda1,2011-03-26 19:10 CET,0.07,msvh
ueda1,2011-03-26 20:10 CET,0.09,msvh
ueda1,2011-03-26 21:10 CET,0.11,msvh
ueda1,2011-03-27 18:38 CEST,0.1,msvh
ueda1,2011-03-27 19:38 CEST,0.07,msvh
ueda1,2011-03-28 14:24 CEST,0.09,msvh
ueda1,2011-03-29 08:36 CEST,0.09,msvh
ueda1,2011-03-29 09:36 CEST,0.1,msvh
ueda1,2011-03-29 10:36 CEST,0.08,msvh
ueda1,2011-03-30 00:07 CEST,0.1,msvh
ueda1,2011-03-30 01:07 CEST,0.1,msvh
ueda1,2011-03-30 02:07 CEST,0.08,msvh
ueda1,2011-03-30 03:07 CEST,0.07,msvh
ueda1,2011-03-30 04:07 CEST,0.09,msvh
ueda1,2011-03-30 05:07 CEST,0.08,msvh
ueda1,2011-03-30 06:07 CEST,0.11,msvh
ueda1,2011-03-30 07:07 CEST,0.09,msvh
ueda1,2011-03-31 15:46 CEST,0.08,msvh
ueda1,2011-04-02 22:36 CEST,0.13,msvh
urayasu1,2011-03-20 18:18 CET,0.17,msvh
urayasu1,2011-03-20 18:49 CET,0.05,msvh
urayasu1,2011-03-20 19:19 CET,0.08,msvh
urayasu1,2011-03-20 19:48 CET,0.19,msvh
urayasu1,2011-03-20 20:19 CET,0.15,msvh
urayasu1,2011-03-20 20:49 CET,0.1,msvh
urayasu1,2011-03-20 21:19 CET,0.12,msvh
urayasu1,2011-03-20 21:48 CET,0.19,msvh
urayasu1,2011-03-21 00:56 CET,0.19,msvh
urayasu1,2011-03-21 01:26 CET,0.21,msvh
urayasu1,2011-03-21 01:56 CET,0.28,msvh
urayasu1,2011-03-21 02:26 CET,0.27,msvh
urayasu1,2011-03-21 02:56 CET,0.16,msvh
urayasu1,2011-03-21 03:26 CET,0.21,msvh
urayasu1,2011-03-21 03:56 CET,0.19,msvh
urayasu1,2011-03-21 11:26 CET,0.24,msvh
urayasu1,2011-03-21 11:56 CET,0.21,msvh
urayasu1,2011-03-21 12:26 CET,0.23,msvh
urayasu1,2011-03-21 12:56 CET,0.16,msvh
urayasu1,2011-03-21 13:26 CET,0.23,msvh
urayasu1,2011-03-21 13:56 CET,0.16,msvh
urayasu1,2011-03-21 14:26 CET,0.2,msvh
urayasu1,2011-03-21 14:56 CET,0.23,msvh
urayasu1,2011-03-21 15:26 CET,0.26,msvh
urayasu1,2011-03-21 22:18 CET,0.13,msvh
urayasu1,2011-03-21 23:19 CET,0.2,msvh
urayasu1,2011-03-22 02:27 CET,0.1,msvh
urayasu1,2011-03-22 03:27 CET,0.1,msvh
urayasu1,2011-03-22 04:27 CET,0.1,msvh
urayasu1,2011-03-22 05:27 CET,0.15,msvh
urayasu1,2011-03-22 17:27 CET,0.151,msvh
urayasu1,2011-03-22 19:54 CET,0.179,msvh
urayasu1,2011-03-22 20:53 CET,0.207,msvh
urayasu1,2011-03-22 21:53 CET,0.226,msvh
urayasu1,2011-03-22 22:54 CET,0.198,msvh
urayasu1,2011-03-22 23:54 CET,0.245,msvh
urayasu1,2011-03-23 00:54 CET,0.217,msvh
urayasu1,2011-03-23 01:54 CET,0.207,msvh
urayasu1,2011-03-23 02:54 CET,0.189,msvh
urayasu1,2011-03-23 03:54 CET,0.16,msvh
urayasu1,2011-03-23 04:54 CET,0.217,msvh
urayasu1,2011-03-23 05:54 CET,0.132,msvh
urayasu1,2011-03-23 14:48 CET,0.198,msvh
urayasu1,2011-03-23 15:48 CET,0.245,msvh
urayasu1,2011-03-23 16:48 CET,0.274,msvh
urayasu1,2011-03-23 17:48 CET,0.217,msvh
urayasu1,2011-03-23 18:48 CET,0.207,msvh
urayasu1,2011-03-24 00:48 CET,0.197,msvh
urayasu1,2011-03-24 01:48 CET,0.226,msvh
urayasu1,2011-03-24 02:48 CET,0.264,msvh
urayasu1,2011-03-24 03:49 CET,0.255,msvh
urayasu1,2011-03-25 00:48 CET,0.17,msvh
urayasu1,2011-03-25 01:49 CET,0.113,msvh
urayasu1,2011-03-25 02:49 CET,0.198,msvh
urayasu1,2011-03-25 03:49 CET,0.198,msvh
urayasu1,2011-03-25 04:49 CET,0.151,msvh
urayasu1,2011-03-25 05:49 CET,0.189,msvh
urayasu1,2011-03-25 06:49 CET,0.179,msvh
urayasu1,2011-03-25 07:48 CET,0.132,msvh
urayasu1,2011-03-25 08:48 CET,0.274,msvh
urayasu1,2011-03-26 14:10 CET,0.132,msvh
urayasu1,2011-03-26 15:09 CET,0.122,msvh
urayasu1,2011-03-26 16:10 CET,0.207,msvh
urayasu1,2011-03-26 17:10 CET,0.151,msvh
urayasu1,2011-03-26 19:10 CET,0.198,msvh
urayasu1,2011-03-26 20:10 CET,0.207,msvh
urayasu1,2011-03-26 21:10 CET,0.189,msvh
urayasu1,2011-03-28 23:34 CEST,0.189,msvh
urayasu1,2011-03-29 01:35 CEST,0.142,msvh
urayasu1,2011-03-29 02:35 CEST,0.17,msvh
urayasu1,2011-03-29 03:35 CEST,0.122,msvh
urayasu1,2011-03-29 04:36 CEST,0.179,msvh
urayasu1,2011-03-29 05:36 CEST,0.198,msvh
urayasu1,2011-03-29 06:36 CEST,0.236,msvh
urayasu1,2011-03-29 07:36 CEST,0.245,msvh
urayasu1,2011-03-29 08:36 CEST,0.274,msvh
urayasu1,2011-03-29 09:36 CEST,0.189,msvh
urayasu1,2011-03-29 10:36 CEST,0.255,msvh
urayasu1,2011-03-30 00:07 CEST,0.151,msvh
urayasu1,2011-03-30 01:07 CEST,0.198,msvh
urayasu1,2011-03-30 02:07 CEST,0.226,msvh
urayasu1,2011-03-30 03:07 CEST,0.236,msvh
urayasu1,2011-03-30 04:07 CEST,0.189,msvh
urayasu1,2011-03-30 05:07 CEST,0.255,msvh
urayasu1,2011-03-30 06:07 CEST,0.293,msvh
urayasu1,2011-03-30 07:07 CEST,0.255,msvh
urayasu1,2011-04-02 22:36 CEST,0.151,msvh
